"send_id","recv_id","email_title","email_contents","step_basic_cd","step_detail_cd","error_cd","error_msg","reg_time"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",경제탭 이동 성공,"2023-06-29 20:36:35"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-29 20:36:38"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 20:36:52"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",경제탭 이동 성공,"2023-06-29 20:36:54"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-29 20:36:56"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 20:42:41"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-06-29 20:42:43"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-06-29 20:42:46"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 20:43:00"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-06-29 20:43:02"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-29 20:43:04"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 20:43:18"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-06-29 20:43:21"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-06-29 20:43:23"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 23:32:15"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-06-29 23:32:17"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-06-29 23:32:20"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 23:32:34"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-06-29 23:32:36"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-29 23:32:38"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-29 23:32:52"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-06-29 23:32:55"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-06-29 23:32:57"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-30 00:57:34"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-06-30 00:57:37"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-06-30 00:57:39"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-30 00:57:53"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-06-30 00:57:55"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-30 00:57:58"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-30 00:58:38"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-06-30 00:58:41"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-06-30 00:58:43"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-30 00:58:57"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-06-30 00:58:59"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-06-30 00:59:02"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-06-30 00:59:16"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-06-30 00:59:18"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-06-30 00:59:20"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:15:10"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:15:13"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:15:15"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:15:29"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:15:31"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-07-03 13:15:33"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:15:48"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-07-03 13:15:50"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-07-03 13:15:52"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:17:05"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:17:08"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:17:10"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:17:24"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:17:26"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-07-03 13:17:28"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:17:42"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-07-03 13:17:45"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-07-03 13:17:47"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:19:00"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:19:02"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:19:05"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:19:18"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:19:20"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-07-03 13:19:23"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:19:36"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-07-03 13:19:39"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-07-03 13:19:41"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:20:54"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:20:56"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:20:58"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:21:12"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:21:15"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-07-03 13:21:17"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:57:07"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:57:10"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:57:12"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:57:26"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:57:28"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(778,444)","0000",경제 헤드라인 뉴스 이동 성공,"2023-07-03 13:57:30"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:57:44"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(518,264)","0000",사회탭 이동 성공,"2023-07-03 13:57:47"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(834,451)","0000",사회 헤드라인 뉴스 이동 성공,"2023-07-03 13:57:49"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:59:02"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(385,249)","0000",정치탭 이동 성공,"2023-07-03 13:59:04"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"3","(678,454)","0000",정치 헤드라인 뉴스 이동 성공,"2023-07-03 13:59:07"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"1","(875,356)","0000",뉴스탭 이동 성공,"2023-07-03 13:59:21"
neokim.api@gmail.com,neokim.api@gmail.com,'구글 이메일 제목(06-27-1)','구글 이메일 내용(06-27-1)',"2","(485,243)","0000",경제탭 이동 성공,"2023-07-03 13:59:23"
